GS_ID,NAME,SOURCE,GS_SIZE,ORGANISM,DESCRIPTION,LINK,TYPE,MULTI_N,OLAP,COCO_V2,SIMILARITY_SCORE,pvalue,Rank,pFDR
WAG002048,Generic transcription pathway,WikiPathway_2021,413,Homo sapiens,Generic transcription pathway,https://www.wikipathways.org/index.php/Pathway:WP1822,P,1333,137,176.8718334,.087376257060985259808479269267887868046,2.9955253121212e-33,1,2.2736037119e-30
WAG002133,miR-targeted genes in lymphocytes,WikiPathway_2021,485,Homo sapiens,miR-targeted genes in lymphocytes,https://www.wikipathways.org/index.php/Pathway:WP2004,P,1333,141,26.66337642,.0795120131702544413480372532286066362928,1.563180538361e-27,2,1.1848908480777e-24
WAG002134,miR-targeted genes in muscle cell,WikiPathway_2021,398,Homo sapiens,miR-targeted genes in muscle cell,https://www.wikipathways.org/index.php/Pathway:WP2005,P,1333,123,26.09480187,.0806958014641344920379247485025897240522,7.9527825620696e-27,3,6.0202563994867e-24
WAG002876,Ciliary landscape,WikiPathway_2021,215,Homo sapiens,Ciliary landscape,https://www.wikipathways.org/index.php/Pathway:WP4352,P,1333,83,145.0772902,.0903137033518296684887622142362115099526,9.8746466166718e-26,4,7.4652328422039e-23
WAG003212,Malignant pleural mesothelioma,WikiPathway_2021,430,Homo sapiens,Malignant pleural mesothelioma,https://www.wikipathways.org/index.php/Pathway:WP5087,P,1333,125,1643.647427,.0772235043493697851943902006035860110065,1.3978042035491e-24,5,1.0553421736796e-21
WAG003032,PodNet: protein-protein interactions in the podocyte,WikiPathway_2021,301,Homo sapiens,PodNet: protein-protein interactions in the podocyte,https://www.wikipathways.org/index.php/Pathway:WP4755,P,1333,99,843.8242674,.0811982897835196027517127063962380928667,3.8375372955982e-24,6,2.893503120881e-21
WAG002483,Assembly of the primary cilium,WikiPathway_2021,185,Homo sapiens,Assembly of the primary cilium,https://www.wikipathways.org/index.php/Pathway:WP3498,P,1333,71,3717.222915,.088006509182979771215065332712391535921,4.5402478763538e-22,7,3.4188066508944e-19
WAG002783,Cilium Assembly,WikiPathway_2021,185,Homo sapiens,Cilium Assembly,https://www.wikipathways.org/index.php/Pathway:WP4124,P,1333,71,3717.222915,.088006509182979771215065332712391535921,4.5402478763538e-22,7,3.4142664030181e-19
WAG002973,Fragile X syndrome,WikiPathway_2021,120,Homo sapiens,Fragile X syndrome,https://www.wikipathways.org/index.php/Pathway:WP4549,P,1333,55,857.3023011,.1004666666666666666666666666666666666667,9.5927577460427e-22,9,7.2041610672781e-19
WAG002628,VEGFA-VEGFR2 signaling pathway,WikiPathway_2021,438,Homo sapiens,VEGFA-VEGFR2 signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP3888,P,1333,117,980.8100106,.0712328767123287671232876712328767123288,7.1073926831741e-20,10,5.3305445123806e-17
WAG002067,Mitotic G1 phase and G1/S transition,WikiPathway_2021,148,Homo sapiens,Mitotic G1 phase and G1/S transition,https://www.wikipathways.org/index.php/Pathway:WP1858,P,1333,57,12023.52016,.0860998483561157655865176756541659048623,4.0718655061251e-18,11,3.0498272640877e-15
WAG003066,Endothelin pathway,WikiPathway_2021,194,Homo sapiens,Endothelin pathway,https://www.wikipathways.org/index.php/Pathway:WP4857,P,1333,67,968.3903924,.0796608650669838334548505745253699487183,4.2381830454477e-18,12,3.1701609179949e-15
WAG002131,miR-targeted genes in epithelium,WikiPathway_2021,333,Homo sapiens,miR-targeted genes in epithelium,https://www.wikipathways.org/index.php/Pathway:WP2002,P,1333,94,17.08879779,.0709906659655403373996338820459423474499,5.7615401790124e-18,13,4.3038705137223e-15
WAG002030,Cell cycle,WikiPathway_2021,120,Homo sapiens,Cell cycle,https://www.wikipathways.org/index.php/Pathway:WP179,P,1333,50,8373.867071,.0913253413253413253413253413253413253413,9.2674105382615e-18,14,6.9134882615431e-15
WAG003110,"DNA repair pathways, full network",WikiPathway_2021,120,Homo sapiens,"DNA repair pathways, full network",https://www.wikipathways.org/index.php/Pathway:WP4946,P,1333,50,6283.961347,.0913253413253413253413253413253413253413,9.2674105382615e-18,14,6.9042208510048e-15
WAG002513,Class I MHC mediated antigen processing and presentation,WikiPathway_2021,366,Homo sapiens,Class I MHC mediated antigen processing and presentation,https://www.wikipathways.org/index.php/Pathway:WP3577,P,1333,98,2404.470325,.0686201424356902123512181391777967523991,5.4514395094723e-17,16,4.0558709950474e-14
WAG002879,EGF/EGFR signaling pathway,WikiPathway_2021,163,Homo sapiens,EGF/EGFR signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP437,P,1333,57,3062.121115,.0789844745479704460235881720809606624452,6.492312012952e-16,17,4.8237878256234e-13
WAG002221,JAK/STAT pathway,WikiPathway_2021,106,Homo sapiens,JAK/STAT pathway,https://www.wikipathways.org/index.php/Pathway:WP2593,P,1333,44,5154.607976,.0900630944604498548185515082634486352189,9.597535126902e-16,18,7.1213710641613e-13
